,song_number,song_name,song_root_note,song_mode
957,957,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_04_Track04_wav.midi,E,Ionian
958,958,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_05_Track05_wav.midi,a,Todi
959,959,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_03_Track03_wav.midi,c#,Aeolian
960,960,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_04_Track04_wav.midi,E,Ionian
961,961,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R3_2011_MID--AUDIO_R3-D8_03_Track03_wav.midi,F#,Ionian
962,962,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R3_2011_MID--AUDIO_R3-D8_04_Track04_wav.midi,E,Ionian
963,963,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_23_R3_2011_MID--AUDIO_R3-D8_05_Track05_wav.midi,d,Aeolian
964,964,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi,C#,Ionian
965,965,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_09_Track09_wav.midi,F#,Ionian
966,966,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_10_Track10_wav.midi,F,Ionian
967,967,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_11_Track11_wav.midi,f,Harmonic_minor
968,968,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,a,Aeolian
969,969,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_15_Track15_wav.midi,f,Harmonic_minor
970,970,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi,c,Aeolian
971,971,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_08_Track08_wav.midi,d,Harmonic_minor
972,972,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_02_Track02_wav.midi,a,Aeolian
973,973,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_03_Track03_wav.midi,a,Aeolian
974,974,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_04_Track04_wav.midi,c,Melodic_minor_ascend
975,975,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_05_Track05_wav.midi,C#,Ionian
976,976,after mid-term\dataset\dataset\2011\MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_06_Track06_wav.midi,f#,Aeolian
977,977,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_02_R3_2013_wav--1.midi,d,Aeolian
978,978,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--1.midi,b,Aeolian
979,979,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--2.midi,c,Melodic_minor_ascend
980,980,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--3.midi,F#,Mixolydian
981,981,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--1.midi,c,Melodic_minor_ascend
982,982,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--2.midi,a,Aeolian
983,983,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--3.midi,g,Phrygian
984,984,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--1.midi,d,Aeolian
985,985,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--2.midi,E-,Ionian
986,986,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--3.midi,e-,Aeolian
987,987,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--4.midi,c,Harmonic_minor
988,988,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,b-,Aeolian
989,989,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--2.midi,E-,Ionian
990,990,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--4.midi,C#,Ionian
991,991,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi,g#,Aeolian
992,992,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--1.midi,g#,Aeolian
993,993,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--2.midi,C,Ionian
994,994,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi,g#,Ionian
995,995,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,F#,Ionian
996,996,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,A-,Ionian
997,997,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--2.midi,C,Ionian
998,998,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--3.midi,e-,Harmonic_minor
999,999,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--4.midi,A-,Ionian
1000,1000,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.midi,e-,Aeolian
1001,1001,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--2.midi,c,Aeolian
1002,1002,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--3.midi,c#,Aeolian
1003,1003,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--4.midi,c,Harmonic_minor
1004,1004,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,C#,Ionian
1005,1005,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--2.midi,D,Ionian
1006,1006,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--3.midi,A,Ionian
1007,1007,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--4.midi,b-,Locrian
1008,1008,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--5.midi,F,Ionian
1009,1009,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.midi,C#,Ionian
1010,1010,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--2.midi,D,Ionian
1011,1011,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--3.midi,f,Aeolian
1012,1012,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--4.midi,F,Ionian
1013,1013,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,d,Aeolian
1014,1014,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--2.midi,c,Aeolian
1015,1015,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--3.midi,c#,Aeolian
1016,1016,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--4.midi,c,Aeolian
1017,1017,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,B-,Harmonic_minor
1018,1018,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,C#,Locrian
1019,1019,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,F#,Bhairav
1020,1020,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--5.midi,A,Ionian
1021,1021,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.midi,f,Todi
1022,1022,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,e-,Harmonic_minor
1023,1023,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,c,Aeolian
1024,1024,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.midi,F#,Ionian
1025,1025,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--1.midi,a,Harmonic_minor
1026,1026,after mid-term\dataset\dataset\2013\ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_07_R2_2013_wav--2.midi,c#,Aeolian
1027,1027,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--1.midi,d,Aeolian
1028,1028,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,b,Aeolian
1029,1029,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--1.midi,c,Melodic_minor_ascend
1030,1030,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--2.midi,A,Ionian
1031,1031,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,A,Lydian
1032,1032,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--4.midi,f#,Aeolian
1033,1033,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--1.midi,c,Melodic_minor_ascend
1034,1034,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--2.midi,b-,Aeolian
1035,1035,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,D,Ionian
1036,1036,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--2.midi,C,Ionian
1037,1037,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--3.midi,D,Ionian
1038,1038,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--1.midi,D,Ionian
1039,1039,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi,f#,Aeolian
1040,1040,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--3.midi,a,Dorian
1041,1041,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,e,Harmonic_minor
1042,1042,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,G,Ionian
1043,1043,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--2.midi,f#,Aeolian
1044,1044,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--3.midi,B-,Ionian
1045,1045,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi,E,Ionian
1046,1046,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--2.midi,d,Melodic_minor_ascend
1047,1047,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--3.midi,c#,Aeolian
1048,1048,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--4.midi,A-,Dorian
1049,1049,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--5.midi,f#,Harmonic_minor
1050,1050,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.midi,b-,Aeolian
1051,1051,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--2.midi,E-,Ionian
1052,1052,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--3.midi,B-,Ionian
1053,1053,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,A,Lydian
1054,1054,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--1.midi,g,Aeolian
1055,1055,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--2.midi,C,Ionian
1056,1056,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--3.midi,c#,Aeolian
1057,1057,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.midi,E,Ionian
1058,1058,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--2.midi,C,Ionian
1059,1059,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--3.midi,F,Ionian
1060,1060,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--4.midi,b-,Dorian
1061,1061,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.midi,b-,Aeolian
1062,1062,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--3.midi,B-,Ionian
1063,1063,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--4.midi,B-,Ionian
1064,1064,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.midi,B,Ionian
1065,1065,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--1.midi,d,Aeolian
1066,1066,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--2.midi,c,Aeolian
1067,1067,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--3.midi,C,Ionian
1068,1068,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi,B-,Harmonic_minor
1069,1069,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--2.midi,a,Aeolian
1070,1070,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--3.midi,F,Ionian
1071,1071,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi,B-,Harmonic_minor
1072,1072,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--3.midi,A,Marva
1073,1073,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--1.midi,c,Aeolian
1074,1074,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.midi,B-,Harmonic_minor
1075,1075,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--3.midi,g,Phrygian
1076,1076,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.midi,B-,Harmonic_minor
1077,1077,after mid-term\dataset\dataset\2013\ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--4.midi,A,Ionian
1078,1078,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_15_R3_2013_wav--1.midi,d,Aeolian
1079,1079,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_15_R3_2013_wav--2.midi,C,Ionian
1080,1080,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_17_R3_2013_wav--1.midi,B-,Ionian
1081,1081,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_17_R3_2013_wav--2.midi,d,Aeolian
1082,1082,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_17_R3_2013_wav--3.midi,d,Aeolian
1083,1083,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--1.midi,F#,Mixolydian
1084,1084,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,C#,Ionian
1085,1085,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--3.midi,d,Aeolian
1086,1086,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.midi,a,Aeolian
1087,1087,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--2.midi,g#,Aeolian
1088,1088,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--3.midi,F,Ionian
1089,1089,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--4.midi,E,Ionian
1090,1090,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,b,Aeolian
1091,1091,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--2.midi,A-,Ionian
1092,1092,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--3.midi,A-,Ionian
1093,1093,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--4.midi,b,Harmonic_minor
1094,1094,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,f,Aeolian
1095,1095,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--2.midi,F#,Ionian
1096,1096,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi,F#,Ionian
1097,1097,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--3.midi,f#,Aeolian
1098,1098,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.midi,B-,Harmonic_minor
1099,1099,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--3.midi,E-,Ionian
1100,1100,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--4.midi,b,Ionian
1101,1101,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi,B-,Harmonic_minor
1102,1102,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,e-,Phrygian
1103,1103,after mid-term\dataset\dataset\2013\ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--4.midi,A-,Ionian
1104,1104,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.midi,D,Ionian
1105,1105,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,A,Ionian
1106,1106,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--3.midi,a,Phrygian
1107,1107,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--5.midi,C,Ionian
1108,1108,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.midi,c#,Aeolian
1109,1109,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--2.midi,A-,Ionian
1110,1110,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--4.midi,D,Ionian
1111,1111,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--5.midi,B,Ionian
1112,1112,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.midi,B,Ionian
1113,1113,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--3.midi,C,Ionian
1114,1114,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--4.midi,B,Ionian
1115,1115,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--5.midi,f,Aeolian
1116,1116,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--6.midi,A-,Ionian
1117,1117,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--1.midi,d,Harmonic_minor
1118,1118,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--2.midi,E-,Ionian
1119,1119,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--3.midi,g,Aeolian
1120,1120,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--4.midi,D,Ionian
1121,1121,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--5.midi,c,Aeolian
1122,1122,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--1.midi,d,Aeolian
1123,1123,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--2.midi,G,Ionian
1124,1124,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--4.midi,C#,Ionian
1125,1125,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--5.midi,f,Aeolian
1126,1126,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--6.midi,c#,Harmonic_minor
1127,1127,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--7.midi,c,Aeolian
1128,1128,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi,e-,Ionian
1129,1129,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_04_R2_2014_wav.midi,B-,Melodic_minor_ascend
1130,1130,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_07_R2_2014_wav.midi,A-,Ionian
1131,1131,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,A,Ionian
1132,1132,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_10_R2_2014_wav.midi,D,Ionian
1133,1133,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_12_R2_2014_wav.midi,B-,Harmonic_minor
1134,1134,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_15_R2_2014_wav.midi,C,Ionian
1135,1135,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_17_R2_2014_wav.midi,A,Ionian
